path,category,bytes,sha256
data/raw/freezing_predictions/Animal_123_1_freezing_predictions_only.csv,raw_input,78930,6513b6ae4d37501017f580a69f2ced1f58bee566382ac986ea3bd80fa15376ec
data/raw/freezing_predictions/Animal_123_3_freezing_predictions_only.csv,raw_input,78930,3d6a03773eb20cfedabba4674b26296e7cfe12493238c345058353fb070c46a0
data/raw/freezing_predictions/Animal_128_4_freezing_predictions_only.csv,raw_input,78930,dbb9fa85f2219fe6c23a5ab0b0128ab78a6507f7959c9b1a05096a0c218c71f3
data/raw/freezing_predictions/Animal_129_1_freezing_predictions_only.csv,raw_input,78930,047e5a7a77feb5df7538167d37c31b888a1565734f1d8bd1749b4cc853fcf936
data/raw/freezing_predictions/Animal_129_4_freezing_predictions_only.csv,raw_input,78930,7581bd83b7d4b268de77457d0ca01032d3af6fcb9ee2b47c4e2ff70f9e5c15bf
data/raw/freezing_predictions/Animal_133_3_freezing_predictions_only.csv,raw_input,78930,37681df94ec0c178f8b65f732c99e0013c4ba5fc0d138354456fe325c3e850e2
data/raw/freezing_predictions/Animal_134_2_freezing_predictions_only.csv,raw_input,78930,802377deeddb876bc9ac3d6fb5cc350865ccfd108f86c12bd68b5520e6c3a03e
data/raw/freezing_predictions/Animal_134_4_freezing_predictions_only.csv,raw_input,78930,ccc551c67a948b9131b1080999d12f962b1ee2352aa0dc30b0b459bfe19f81b3
data/raw/freezing_predictions/Animal_136_2_freezing_predictions_only.csv,raw_input,78930,15f886fd0faaf5a7615047278b442e02f7b58bde7dd44c8077644c080c563bd3
data/raw/freezing_predictions/Animal_136_3_freezing_predictions_only.csv,raw_input,78930,adb8e8ea3afca17fd9d51533dcfdc6423369ec71aebc0a275fc687f7b393bffb
data/raw/freezing_predictions/Animal_136_5_freezing_predictions_only.csv,raw_input,78930,1ce91283bfcf24df00cbf301740d604217c3320e836e4f0da4c322ff761b1276
data/raw/freezing_predictions/Animal_137_3_freezing_predictions_only.csv,raw_input,78930,9e915a72ebb0d15a703439d31d2c260446cfbae91eccc62e335f3dca1b34ec78
data/raw/freezing_predictions/Animal_137_5_freezing_predictions_only.csv,raw_input,78930,9b9e1d0ea2dd53428ab4bc72a5790be98db400e2e51f85c1d77225547b6af54d
data/raw/freezing_predictions/Animal_144_3_freezing_predictions_only.csv,raw_input,78930,aa5590907e6e1b8468e883361c69d2a2691bc1a13055e2908ebbcc9c1221373b
data/raw/freezing_predictions/Animal_144_5_freezing_predictions_only.csv,raw_input,78930,eac7016b4c1c25bf5fdffd06952bd55efb1d28af4ca9be897972bfcb5fcb969d
data/raw/freezing_predictions/Animal_145_5_freezing_predictions_only.csv,raw_input,78930,61aab7243b9bf40b37bb3c80f2f24c6c6d7094bd3f0cb634f48f07ef81d983fc
data/raw/freezing_predictions/Animal_146_6_freezing_predictions_only.csv,raw_input,78930,856016edf9b2898ccd36dbcca4fc2f02c8c88aa80c70d657c944ca432074284d
data/raw/freezing_predictions/Animal_147_4_freezing_predictions_only.csv,raw_input,78930,43cbc1d997a9246631eb9e695c3c6dc93d5a2d22249cb1caa2aa09f0581b8e8f
data/raw/freezing_predictions/Animal_148_4_freezing_predictions_only.csv,raw_input,78930,a4130274b2646241059179736ac1f37cb32cb5cd7d3e36e55b2369160ced4ad3
data/raw/freezing_predictions/Animal_150_3_freezing_predictions_only.csv,raw_input,78930,afdcf99b813c2813612d9ae95777d37c579657dc146d1a071996cf3bb1c43509
data/raw/freezing_predictions/Animal_150_5_freezing_predictions_only.csv,raw_input,78930,11f3fd434885abe7b0d51bca73761b0dd6f9d3bb634dfc77653a85f904af9d45
data/raw/freezing_predictions/Animal_152_3_freezing_predictions_only.csv,raw_input,78930,b8fc3a41fd2cb09f7d109983130aff6ec7a670b27a93e8f9b20250b9d19e51df
data/raw/freezing_predictions/Animal_152_5_freezing_predictions_only.csv,raw_input,78930,5388e18bae49d0aea34e0d6506ee07e5515a751c883ce10b13d48d14e2a8f88e
data/raw/freezing_predictions/Animal_153_4_freezing_predictions_only.csv,raw_input,78930,87f14efbc01af04d43fc6a5b9d948a84fdaffc68d68d84d6d960024436a1598e
data/raw/freezing_predictions/Animal_154_4_freezing_predictions_only.csv,raw_input,78930,b030e16b56c27f519b3bb9862b15103cc5f96bac6ebdc3bf4dd9b29e13ddf743
data/raw/freezing_predictions/Animal_157_1_freezing_predictions_only.csv,raw_input,78930,1545e18b5921886cf831f5d189197f6ba7dae6b90cc09293cae8fe130bb0e6ad
data/raw/freezing_predictions/Animal_157_4_freezing_predictions_only.csv,raw_input,78930,f98e47d19f84bc669ad0f8c2bec47dd02e6a4025b3dfd9b8b4c6f09a695006f4
data/raw/freezing_predictions/Animal_158_5_freezing_predictions_only.csv,raw_input,78930,ae8d5884dd8de70e7b055f238521a7cd30e5a06cb7924fdbb9694cad86202967
data/raw/freezing_predictions/Animal_159_3_freezing_predictions_only.csv,raw_input,78930,10002c747dea2834962222b3bb3b35e4ba56786cf6ba0e10debf2db5c78f7208
data/raw/freezing_predictions/Animal_159_4_freezing_predictions_only.csv,raw_input,78930,c8b7f974565ed4b14a9a075bc9239b85c608d57a0a9b9a0d1d5f61029aae9ce5
data/raw/freezing_predictions/Animal_159_5_freezing_predictions_only.csv,raw_input,78930,fcf25f94c9215c940eaf6f88d53b4a6515b5c7e436f7f407bc0d08919956b2de
data/raw/freezing_predictions/Animal_161_1_freezing_predictions_only.csv,raw_input,78930,d6830cf0101dd887080d6a9ddd7944ceb058ea562467ad36f3e14cf0f319751b
data/raw/freezing_predictions/Animal_161_3_freezing_predictions_only.csv,raw_input,78930,cdd378115e76ecd6cc55838af20957b26049a58d21157f53d1c7cc7087bc712f
data/raw/freezing_predictions/Animal_192_2_freezing_predictions_only.csv,raw_input,78930,fd4ab4cf2a555203c3b264a9f0bcb99b5be1d0975ca6b7e0b452884c38ec82de
data/raw/freezing_predictions/Animal_192_3_freezing_predictions_only.csv,raw_input,78930,ffbe6054c199ddd596b1e769e5821634b76e45d590a9bc3c4922991ec15bc8fb
data/raw/freezing_predictions/Animal_193_1_freezing_predictions_only.csv,raw_input,78930,ad001816a0c1b4f0e42150b94f00f385efd95d51f34ca67a2e8ce5f900ff2e5a
data/raw/freezing_predictions/Animal_194_1_freezing_predictions_only.csv,raw_input,78930,3de985d19af8c379eec47d6c718b28ca496abedcc3f651c43669963034c90392
data/raw/freezing_predictions/Animal_194_2_freezing_predictions_only.csv,raw_input,78930,b9e58c6be6de2c8ea90f6a219d8879ca18d7518417eb1202a9db32ebb40923a1
data/raw/freezing_predictions/Animal_195_1_freezing_predictions_only.csv,raw_input,78930,ce7389b9619f5c6e3b096303c4a48cffe19a2cb96f7a72e32cb14dcb1e3425d3
data/raw/freezing_predictions/Animal_195_3_freezing_predictions_only.csv,raw_input,78930,617c94a9e4b58a90960f48ae897a11008a73c829246df98a36927473700a8e9b
data/raw/freezing_predictions/Animal_195_4_freezing_predictions_only.csv,raw_input,78930,d6db36344e8b0a96566c1624a9a4280a72681e0d84680f5d97f53867d04f3868
data/raw/freezing_predictions/Animal_197_1_freezing_predictions_only.csv,raw_input,78930,cd75e95ff9cda652f1f1c8e7976d1d74982fe55f2425237f9dc52ddba4f50e6c
data/raw/freezing_predictions/Animal_200_1_freezing_predictions_only.csv,raw_input,78930,08b432ac7e23bbf677da9e40dd0574dc677bfa92ecb4677344fe232700c26247
data/raw/freezing_predictions/Animal_201_1_freezing_predictions_only.csv,raw_input,78930,c2c00da2ec569b8d5ab41e9ff938bbad753d933090790fd1b2c8232689bbb441
data/raw/freezing_predictions/Animal_203_2_freezing_predictions_only.csv,raw_input,78930,f46990549be8c3977bd249564dccd68612d3410cb881bd186ca3bbcd9d72ca55
data/raw/freezing_predictions/Animal_203_3_freezing_predictions_only.csv,raw_input,78930,305a69d2764bc795a3003a9d2f277a6463453df41d021c66ee560977683ad50f
data/raw/freezing_predictions/Animal_204_4_freezing_predictions_only.csv,raw_input,78930,cc763570d2ad3e68c2c06da15872da1312ac041e9fbacbc54138cf71b4611e1c
data/raw/freezing_predictions/Animal_40_4_freezing_predictions_only.csv,raw_input,78930,1d4bf85bcee5bed3dbed228e10246c3d050bafa7790dfd35189781a08056b1ce
data/raw/freezing_predictions/Animal_40_6_freezing_predictions_only.csv,raw_input,78930,4f4356e7bc5eb82987b683af348bd25d4015dd1a7fff45cf5b617f3842acc98a
data/raw/freezing_predictions/Animal_41_4_freezing_predictions_only.csv,raw_input,78930,56884601e9c0eab5e261c1452ddec9afbb9da74ea689bc756f0654f5038a2b41
data/raw/freezing_predictions/Animal_41_5_freezing_predictions_only.csv,raw_input,78930,020a68395a327539a9ec1c2c712cb39167dfd8f923380f326a56b9410ffbaec8
data/raw/freezing_predictions/Animal_41_6_freezing_predictions_only.csv,raw_input,78930,0e1de8613041cf54888cc6df992ae7fc52ce74040c66a2b7aa4bbc34c55304a7
data/raw/freezing_predictions/Animal_43_3_freezing_predictions_only.csv,raw_input,78930,f364ae80af0c466640a35297807d8e8395a467ee1d3a54971cf6135e03c7083b
data/raw/freezing_predictions/Animal_43_5_freezing_predictions_only.csv,raw_input,78930,65d62e6ee4789ceb90dc9615cc74fe631420e85fa08aef48434ce52551077857
data/raw/freezing_predictions/Animal_47_5_freezing_predictions_only.csv,raw_input,78930,e27b6baed94ba23933dcd900d6106bcc1c5779b52e1fc42513ba571a035b6ccc
data/raw/freezing_predictions/Animal_48_6_freezing_predictions_only.csv,raw_input,78930,2cda36bc9863d3ab2b1ec34dcdd9f93b56b42cee3916ef99818f5eaaf5d61f88
data/raw/freezing_predictions/Animal_49_5_freezing_predictions_only.csv,raw_input,78930,e91d831450696470c37cabd51cb4b8b68352cbb66b50104d67bda6652343482a
data/raw/freezing_predictions/Animal_49_6_freezing_predictions_only.csv,raw_input,78930,d7d1dfb107b2de1c5bb6a93ba44cb7e84eaed72b3e429784af0ee4fb8723fafd
data/raw/freezing_predictions/Animal_50_5_freezing_predictions_only.csv,raw_input,78930,b560de274b3a78ab1d0485d190c4480f36402121166a8d8ba1d722d96389b308
data/raw/freezing_predictions/Animal_53_5_freezing_predictions_only.csv,raw_input,78930,d954fb16b4412b3f8c9c91d240c9b1eb043b0e96ecce26b7fb155ba6f38c2909
data/raw/freezing_predictions/Animal_54_3_freezing_predictions_only.csv,raw_input,78930,e719b6bcad025723fa93af290922423e31d33ec851dcaafd3ed9240ced6c2356
data/raw/freezing_predictions/Animal_54_4_freezing_predictions_only.csv,raw_input,78930,7937c1351e50988a3f8fbb01fe046fa491f01f68c5a18c0dec1212f37fea2aa7
data/raw/freezing_predictions/Animal_54_6_freezing_predictions_only.csv,raw_input,78930,d4cdb5c3de3cd66bc82475dea979672fd3935036147817176672a5349db59207
data/raw/freezing_predictions/Animal_55_3_freezing_predictions_only.csv,raw_input,78930,03aa3e9aca4ff6c065461f0d6f6dfe5945371bb4f4d81ed0ffb611421ab919cf
data/raw/freezing_predictions/Animal_55_5_freezing_predictions_only.csv,raw_input,78930,2dcdf1ef5e119e00f014e3adf4fa427f1492873c8e36dcd043345600c89b93e3
data/raw/freezing_predictions/Animal_56_3_freezing_predictions_only.csv,raw_input,78930,72fbd0532bea5950c7ef8a5f1fac44db3b15c4bdafaadd92af64717858cd6e9f
data/raw/freezing_predictions/Animal_58_5_freezing_predictions_only.csv,raw_input,78930,787758350b66513f1899cd28cd11e056c37c9faad6bbbc23fc8b3c5224a4e8c4
data/raw/freezing_predictions/Animal_62_1_freezing_predictions_only.csv,raw_input,78930,0ebc8e84bbe91a4590cea3aed3b6689818d94f509282a0f819aeff66be802fac
data/raw/freezing_predictions/Animal_62_2_freezing_predictions_only.csv,raw_input,78930,eb9024397b231eb6d1409dcfc5b1b2efabec4945479370f253f370055945eb8c
data/raw/freezing_predictions/Animal_62_3_freezing_predictions_only.csv,raw_input,78930,5136fe07d677bcc2ce7c9cd6a860b68d8d50f78cb699a6fc649c8a86262465e0
data/raw/freezing_predictions/Animal_62_4_freezing_predictions_only.csv,raw_input,78930,75345265f29378708970d73d81cae7e8e9b2bb4a8206d6273d16db56e0177697
data/raw/freezing_predictions/Animal_62_5_freezing_predictions_only.csv,raw_input,78930,ca780c0abeaff5eaed61b6614bc1b37bbdbd8cdc4f45893afa0f033f085f4f2d
data/raw/freezing_predictions/Animal_63_3_freezing_predictions_only.csv,raw_input,78930,cca2121b5829068c6fccdce9dbe0008dc0d09333d62cc0a3223ff9d4b51c0796
data/raw/freezing_predictions/Animal_68_1_freezing_predictions_only.csv,raw_input,78930,ce135d7eee28dc8d19408d021a68c6a4580e8147fb13249dbea9f6581b494110
data/raw/freezing_predictions/Animal_69_1_freezing_predictions_only.csv,raw_input,78930,aae45b113a6a037bfba6acdccde4eaa0e6e9cf8573fb9bd2823d10f088d22145
data/raw/freezing_predictions/Animal_69_2_freezing_predictions_only.csv,raw_input,78930,75df590abe6f0f6a8e6277e2072363402d74159e8bbaba31e1b3343f401fbe70
data/raw/freezing_predictions/Animal_69_3_freezing_predictions_only.csv,raw_input,78930,7553d762520cc7ead9a3a7d0811ffc87cdf241b6a5a06ec083afa05b96e1d8b7
data/raw/freezing_predictions/Animal_69_5_freezing_predictions_only.csv,raw_input,78930,22c5e79878651a86ac900fa2778214484e9de25ff389d48307cfab607aa878e4
data/raw/freezing_predictions/Animal_73_1_freezing_predictions_only.csv,raw_input,78930,2808c570ac423d77e2a2db8a0f4dd5843dd7e643ba92d187bc21713d48d87916
data/raw/freezing_predictions/Animal_73_4_freezing_predictions_only.csv,raw_input,78930,baad29c210729d360eb6bb0593b85030a664fa50035b4f0e1f53499b3969c895
data/raw/freezing_predictions/Animal_74_1_freezing_predictions_only.csv,raw_input,78930,bb23a45664f9dc293cd34498e6b54bcd89f0f4021c989b5a8f65eade7ccf53df
data/raw/freezing_predictions/Animal_75_1_freezing_predictions_only.csv,raw_input,78930,dbfb749b4d68b7c40f99bf4b2f8463a40e3a15ba2d142312fc4de7c7e83c2832
data/raw/freezing_predictions/Animal_80_3_freezing_predictions_only.csv,raw_input,78930,824f310f5b3796c7227be6ba5b8dc75cc82346e1719fd7d06e9419726124c2e5
data/raw/freezing_predictions/Animal_88_2_freezing_predictions_only.csv,raw_input,78930,f03b9c1fda80dfa793ef4239a24d8f8a201cb724e922ab5a5ba52b8ea84eadc0
data/raw/freezing_predictions/Animal_88_3_freezing_predictions_only.csv,raw_input,78930,80bcf81ab35e7fb40eb7d12fbe0eb657c97eea3eaba3f9b9528ebc2c609c6262
data/raw/freezing_predictions_index.csv,raw_input,16429,04f28624e3213eea15b4b96f77e9c353ca489392060fc1c3cd79acafb64cfbf0
data/raw/freezing_predictions_light.csv.gz,raw_input,2806515,23e2996d599048b6a8767a1be43f16ad0d3d4c5f89c4bbb45bcfe90c7dedd6a3
data/raw/manuscript_tables/raw_data/Fig4_transition_chords.csv,raw_input,3953,fb5fc7b65341fd0d1be550df4315218a097a9e92a612b24e75cf59cbb79ceaf0
data/raw/manuscript_tables/raw_data/Fig4_usage_profile.csv,raw_input,13998,e87c936e6102c496178b59c89c66bedc0521a9494a9ede515c55ec93d7c5e520
data/raw/manuscript_tables/raw_data/Overlap_0_28.csv,raw_input,14551,6b8b0ab384ad0cc47e27533ba31f6774b9b156ece64d49664a99dac5ce4b5a87
data/raw/manuscript_tables/raw_data/Precision_recall.csv,raw_input,432128,11792ebbd7f9895078e54b0efbdff1edf676a7cdeb9025b5584dcca1fe810666
data/raw/manuscript_tables/raw_data/Syll_0_28_combined.csv,raw_input,25899,c6c0dfbf0ef9f5cd613f56bc065efe79f266097f007506f7fc0274aa7ebbdb27
data/raw/manuscript_tables/raw_data/Syll_0_28_SG_2024.csv,raw_input,10253,f17e275105211f0f81dc0f7668301bc82f121d83f1207a92fdcb3de032736488
data/raw/manuscript_tables/raw_data/Syll_0_28_SGK_2024.csv,raw_input,15793,4e12df929a7fdc21553e1b5b041792ec27f9d2621340ceb58f4c4d3180fc7d42
data/raw/manuscript_tables/raw_data/Syllable_frames.csv,raw_input,609722,9dc2c48e3ab043410a0d59701b167cb07339c846340bdb4b229bdaaaedbab27c
data/raw/manuscript_tables/statistical_report/provenance.md,raw_input,894,3faa331b39639b6cef3d4139165fab0e1a531bdfe8f8345c2d2368f1c5705540
data/raw/manuscript_tables/statistical_report/reported_cells.jsonl,raw_input,1907530,3cb30cc8a2b1e37114e885aa70beb8c4a2b959d3a89877f0efc2f7c3c32d2a82
data/raw/manuscript_tables/statistical_report/reported_layout.json,raw_input,5533,7c7c946a1f5e2ceb4b096a9f400f43e01c2036f3ed1e77c80718aa596245ea26
data/raw/moseq_syllables_per_frame.csv.gz,raw_input,15478839,117a4e5bfcc375edb9be0f7e3f4e7d913f8a5d34894b6f3623fd88c8aed3a31d
data/raw/simba_validation_manual_vs_automatic.csv,raw_input,1121,2bbf60d2440e689d43ec0c7b3ba8c10ae8c03ec1c6eca9f936a4f1a89b4b45d9
data/raw/syllable_classification_metrics.csv,raw_input,7576,2f3521dd6d27e688fe2efdc049ffde77820d8fdb88341df4f29e0b26ec76baa5
data/raw/syllable_usage_per_timebin_250ms.csv,raw_input,5317363,b6277ad07389ee0cd09d55fbd465cc2552e3a33c78faebb7c586388fe25aa057
data/raw/syllable_usage_per_timebin_30s.csv,raw_input,566460,b910c5c1f9ab3781b06459bbd93fbae35acbfc586cdf4114672b84588d5229a8
data/raw/updated_results.pkl.gz,raw_input,63430770,6065d6036cf423778ba0dfd15bef8cd6b963b2edfe230206e703ab99278e5b86
figure_source_data/figure2.csv,figure_source_data,1303,be7599160a30c8c2e67179992a37d0eabb8c70305ee1fac1fb51579fbc8c9c8c
figure_source_data/figure3.csv,figure_source_data,2428,e3063c942fd4c2b2d7d249ce1d230d2f025522022bdc627cb92c26c69cfd9691
figure_source_data/figure4.csv,figure_source_data,2712,7167bdb1e0bdd93466545cfe9888500733cac8a620317b929c2d8bec3f136fdb
figure_source_data/figure5.csv,figure_source_data,2098,0b38888f9317700f0917290b72370493124d2d2882b1741c929504855da5e988
figure_source_data/figure6.csv,figure_source_data,4130,41b98af7853692543f83b2df6f4ae8429d5d7ec571ceedc1ed15253f24af07d6
figure_source_data/figure7.csv,figure_source_data,667,d095eaac15026b00734e75db5a18e7d07a35ccee1dd9ee2aa40aaf08f3fbb08e
figure_source_data/figure7_classifier_accuracy.csv,figure_source_data,193,8e55b118311e388c3b5d2e3535f7575c6f92435c660b832a1947420e0112afb5
figure_source_data/figure7_classifier_confusion_matrix.csv,figure_source_data,468,3fa1b6af5d1d716ea835eaac47f7b7ff581874c82140ac961d381f48010b4f6a
figure_source_data/figure7_classifier_global_shap.csv,figure_source_data,3539,33a906248fbf457e51f338f8aced90eba0f86650e379f5a6d5ddf41893bc10ee
figure_source_data/figure7_full_session_auc.csv,figure_source_data,1265,1247d2eda68f2b5f61f46ecea979fddbddb9d0573f95e390d33f210d5a35d97b
figure_source_data/figure7_individual_timecourse_auc.csv,figure_source_data,32959,a2e8b19525da9506a31caff571dec1797668dbb57e25fc098d875d0132b34d8e
figure_source_data/figure7_panel_de_auc_tests.csv,figure_source_data,479,aaebd7d6564595d24ff39721c750373fe6e95c049fada58d6a7cf4234c54daeb
figure_source_data/figure7_prediction_onset.csv,figure_source_data,10871,ca93192137c9b2efa58435f983e538c371156ec0c7c4447588390fa54192251d
figure_source_data/figure7_predictor_catalog.csv,figure_source_data,6650,dc5774f9da21993f72fa3352bb1e046a573de122316578cb4d479c4a72de5dee
figure_source_data/figure7_predictor_timecourse.csv,figure_source_data,8524,06e489395b16dbd22a50fb67c525f4559f069ee38062b0e896e09eed5e5cb3af
figure_source_data/figure7_shapley_contributions.csv,figure_source_data,779,cea44021b1cf8201e9b847633091fe2d5e24d165f3bb4e3afd5a1edab9082f48
figure_source_data/figure7_shapley_per_animal.csv,figure_source_data,6560,f6b61915c072d0c42a6b2686143bb208ae07298c40e8211346ece5b996888bd4
figure_source_data/supplementary_figure5_shap_summary.csv,figure_source_data,1045843,96335058da82bde41a9c6b9c634c7d5f85ae7ed6a57c3c11a5f0059a604ef5d0
figures/figure1.pdf,manuscript_figure,4011620,2c12d766425d560a17fea08254fbf09b150a6d056c92b6b738311e3c50cab065
figures/figure1.png,manuscript_figure,1516536,dec435b89c54a7e0022ebad46b9d084d9db9489b001b42fc15d18978dd365ccd
figures/figure1.svg,manuscript_figure,524240,f33ed838d8c31c8dc9c0dde90b925f333592a52611d2094b6ed0532b5b3de072
figures/figure2.pdf,manuscript_figure,52481,2eeea3d67ec2e9dafadab09b3ac904a9d21b8ea7bf61a4ea0f25b523aaa2af25
figures/figure2.png,manuscript_figure,1092673,d54d57b99b2a23d586bb492c62d63ee019559ab162f7cc98d0418f06799f34f3
figures/figure2.svg,manuscript_figure,359874,2d7abeb6ea01c50696ac97c48e41d3cdf30fad46283e02a7354922e2eebf500e
figures/figure3.pdf,manuscript_figure,40038,8009703a5ad8b774f0b50c7afdb662af2dfa9cca1c23747403e74e9ec454355d
figures/figure3.png,manuscript_figure,1135927,6942abf38bce7a32ed14fb28c46ac17821099083944677ae7f93dac1d433c7f7
figures/figure3.svg,manuscript_figure,187263,30f6364d0767efde3862e73bd97d7bbb64cdf907b7d6e080408ef007a2e210b4
figures/figure4.pdf,manuscript_figure,249590,464b0752b25b556b7c06d3556788c697f91d4d6d58f985ed46d50cb73df4e5c6
figures/figure4.png,manuscript_figure,2434849,a7174e5b23e8a52345f90eaecf524f7d3b29eafd39f2e3412086d9652a5ff6fb
figures/figure4.svg,manuscript_figure,1304573,3d285917533a6d55d87145aedb0996f34f66323181b88898677a28f8d19c862b
figures/figure5.pdf,manuscript_figure,107806,6325865d597897028e0ac1dcf804ccd9ed83acd974a2cdcfffed10edc48a9fa6
figures/figure5.png,manuscript_figure,834224,1ec6edf4545ec850814b341422829b53c2b68c587567e0420f1137117d13a3a2
figures/figure5.svg,manuscript_figure,487550,63f3987f4837dc56afca3b69af77f8ae806c0dc777f1fe8ef521995b8468ffb1
figures/figure6.pdf,manuscript_figure,315312,4ce028ea15a1bb3683039a19034d80fc01fbdbc90ae892134d4e98d9672a6dc8
figures/figure6.png,manuscript_figure,1093425,9e84a9fc5e977d4aadf337d5e6d521e53ba0a07efc1755361f6d574213259412
figures/figure6.svg,manuscript_figure,1628312,320adb5fdbe458c5a3a7e62cd628a6c47a46c1783479f32ebca08332853fd00c
figures/figure7.pdf,manuscript_figure,164593,9d883d2dc17134d4ff8fb03231952902374a10669eb06e273f8cc805f0b8ba28
figures/figure7.png,manuscript_figure,1530234,0e44883abae3d597bdeefbc3b1cc5451ddb3d8f0742aceb380e8845d9c6d5a46
